id,region,event,author,dynasty,keyword,poemtype,poemid,authorid,province,city,county
2775,陕西,下外江舟怀终南旧居,岑参,唐,,古风,22548,14000,陕西,西安市,周至县
2834,陕西,施州房使君郑夫人殡表,韩愈,中唐,,文,1370742,21679,陕西,西安市,周至县
2776,陕西,荐福寺后院送辛屿尉洛郊序,任华,唐,,文,1367433,12702,陕西,西安市,周至县
2777,陕西,唐故翊麾副□置同正员骑都尉薛君塔铭,薛钧,唐,,文,1368033,100669,陕西,西安市,周至县
2778,陕西,过终南柳处士,司空曙,唐,,排律,12289,13632,陕西,西安市,周至县
2779,陕西,送秘上人游京,皎然,唐,,律诗,4266,18851,陕西,西安市,周至县
2780,陕西,晨登乐游原望终南积雪,皎然,唐,,排律,4353,18851,陕西,西安市,周至县
2781,陕西,朝元阁赋,孙翊仁,唐,,辞赋,1368149,100741,陕西,西安市,周至县
2782,陕西,楚金禅师碑,僧飞锡,唐,,文,1377913,21554,陕西,西安市,周至县
2783,陕西,房州刺史杜府君神道碑,刘太真,唐,,文,1367829,13109,陕西,西安市,周至县
2787,四川,送范律师往果州,灵一,唐,,律诗,3841,18099,四川,绵阳市,梓潼县
2785,陕西,唐故亳州刺史郑公故夫人河南独孤氏墓版文,独孤及,唐,,文,1367787,18488,陕西,西安市,周至县
2786,陕西,高祖受命造唐赋,顾况,唐,,辞赋,1370132,21659,陕西,西安市,周至县
2788,陕西,句,常衮,唐,,句,46530,15235,陕西,西安市,周至县
2808,陕西,奉和元承杪秋忆终南旧居,耿湋,唐,,排律,43855,19235,陕西,西安市,周至县
2835,陕西,凤翔陇州节度使李公墓志铭,韩愈,中唐,,文,1370797,21679,陕西,西安市,周至县
7056,四川,题金司寇芙蓉溪草堂,郑善夫,明,,律诗,748636,50828,四川,绵阳市,游仙区
7273,四川,奉呈按使八谷年兄,高敬命,明,,律诗,1424075,55425,四川,绵阳市,平武县
2789,陕西,中书门下请册贵妃表,常衮,唐,,文,1368385,15235,陕西,西安市,周至县
2790,陕西,酬盩厔耿少府湋见寄,戴叔伦,唐,,律诗,51923,15243,陕西,西安市,周至县
2791,陕西,杜城郊居王处士凿山引泉记,杜佑,唐,,文,1369347,17201,陕西,西安市,周至县
2792,陕西,御夷狄论,杜佑,唐,,文,1369348,17201,陕西,西安市,周至县
2793,陕西,忆长安 八月,吕渭,唐,,古风,18510,13704,陕西,西安市,周至县
2794,陕西,自蒲塘驿回驾经历山水,韦应物,中唐,,古风,10283,21277,陕西,西安市,周至县
2795,陕西,奉送王相公缙赴幽州巡边,韩翃,唐,,排律,48943,21491,陕西,西安市,周至县
2796,陕西,盩厔县郑礒宅送钱大,郎士元,中唐,,律诗,39010,20474,陕西,西安市,周至县
2797,陕西,丹阳浦送客之海上,法振,唐,,律诗,37401,17955,陕西,西安市,周至县
2798,陕西,望终南春雪,李子卿,唐,,排律,25083,16531,陕西,西安市,周至县
2799,陕西,忆长安 正月,谢良辅,中唐,,古风,48749,20032,陕西,西安市,周至县
2800,陕西,早春归盩厔旧居却寄耿拾遗湋李校书端,卢纶,中唐,,律诗,11187,13496,陕西,西安市,周至县
2801,陕西,和考功王员外杪秋忆终南旧居,卢纶,中唐,,排律,11355,13496,陕西,西安市,周至县
2802,陕西,过终南柳处士,卢纶,中唐,,排律,11351,13496,陕西,西安市,周至县
2803,陕西,晚到盩厔耆老家,卢纶,中唐,,排律,11373,13496,陕西,西安市,周至县
2804,陕西,奉和秘书元丞杪秋忆终南旧居,李端,中唐,,排律,30124,16967,陕西,西安市,周至县
2805,陕西,暮春寻终南柳处士,李端,中唐,,排律,30176,16967,陕西,西安市,周至县
2806,陕西,屏居盩厔,耿湋,唐,,律诗,43768,19235,陕西,西安市,周至县
2807,陕西,盩厔客舍,耿湋,唐,,律诗,43849,19235,陕西,西安市,周至县
2847,陕西,醉中留别杨六兄弟,白居易,唐,,绝句,13118,18804,陕西,西安市,周至县
6907,四川,绵州北亭偫公宴序,王勃,初唐,,文,1364094,18262,四川,绵阳市,涪城区
2810,陕西,望终南,窦牟,中唐,,律诗,49884,19125,陕西,西安市,周至县
2811,陕西,游终南龙池寺,孟郊,中唐,,古风,36213,14010,陕西,西安市,周至县
2812,陕西,越中山水,孟郊,中唐,,古风,36231,14010,陕西,西安市,周至县
2813,陕西,奉报翰林张舍人见遗之诗,孟郊,中唐,,古风,36034,14010,陕西,西安市,周至县
2814,陕西,洛阳道,冯著,唐,,古风,10860,13010,陕西,西安市,周至县
2836,陕西,兴元少尹房君墓志铭,韩愈,中唐,,文,1370802,21679,陕西,西安市,周至县
2837,陕西,招王质夫,白居易,唐,,律诗,13616,18804,陕西,西安市,周至县
2838,陕西,送武士曹归蜀,白居易,唐,,律诗,13733,18804,陕西,西安市,周至县
2839,陕西,九江春望,白居易,唐,,律诗,13181,18804,陕西,西安市,周至县
2840,陕西,前庭凉夜,白居易,唐,,绝句,12779,18804,陕西,西安市,周至县
2841,陕西,早秋独夜,白居易,唐,,绝句,14503,18804,陕西,西安市,周至县
2842,陕西,盩厔县北楼望山,白居易,唐,,绝句,13174,18804,陕西,西安市,周至县
2843,陕西,戏题新栽蔷薇,白居易,唐,,绝句,12552,18804,陕西,西安市,周至县
2844,陕西,酬王十八李大见招游山,白居易,唐,,绝句,13082,18804,陕西,西安市,周至县
2845,陕西,县南花下醉中留刘五,白居易,唐,,绝句,12673,18804,陕西,西安市,周至县
2891,陕西,赠左拾遗翰林学士李公新墓碑,范传正,唐,,文,1371689,19407,陕西,汉中市,南郑区
7057,四川,东山,陆游,南宋,,古风,150370,34522,四川,绵阳市,游仙区
2848,陕西,醉中归盩厔,白居易,唐,,绝句,13117,18804,陕西,西安市,周至县
2849,陕西,游云居寺赠穆三十六地主,白居易,唐,,绝句,13020,18804,陕西,西安市,周至县
2850,陕西,和王十八蔷薇涧花时有怀萧侍御兼见赠,白居易,唐,,绝句,12727,18804,陕西,西安市,周至县
2851,陕西,期李二十文略王十八质夫不至独宿仙游寺,白居易,唐,,绝句,13017,18804,陕西,西安市,周至县
2852,陕西,过天门街,白居易,唐,,绝句,12642,18804,陕西,西安市,周至县
2853,陕西,感故张仆射诸妓,白居易,唐,,绝句,13065,18804,陕西,西安市,周至县
2854,陕西,游仙游山,白居易,唐,,绝句,13021,18804,陕西,西安市,周至县
2855,陕西,和元八侍御升平新居四绝句 累土山,白居易,唐,,绝句,12725,18804,陕西,西安市,周至县
7058,四川,启事,山涛,西晋,,文,1347998,7142,四川,绵阳市,平武县
2857,陕西,观刈麦,白居易,唐,,古风,14587,18804,陕西,西安市,周至县
2858,陕西,京兆府新栽莲,白居易,唐,,古风,14679,18804,陕西,西安市,周至县
2859,陕西,月夜登阁避暑,白居易,唐,,古风,14405,18804,陕西,西安市,周至县
2860,陕西,祗役骆口因与王质夫同游秋山偶题三韵,白居易,唐,,古风,14838,18804,陕西,西安市,周至县
2861,陕西,见萧侍御忆旧山草堂诗因以继和,白居易,唐,,古风,14408,18804,陕西,西安市,周至县
2862,陕西,病假中南亭闲望,白居易,唐,,古风,14968,18804,陕西,西安市,周至县
2863,陕西,仙游寺独宿,白居易,唐,,古风,14432,18804,陕西,西安市,周至县
2864,陕西,官舍小亭闲望,白居易,唐,,古风,14754,18804,陕西,西安市,周至县
2865,陕西,听弹古渌水,白居易,唐,,古风,14630,18804,陕西,西安市,周至县
2866,陕西,酬杨九弘贞长安病中见寄,白居易,唐,,古风,15209,18804,陕西,西安市,周至县
2867,陕西,权摄昭应早秋书事寄元拾遗兼呈李司录,白居易,唐,,古风,14542,18804,陕西,西安市,周至县
2868,陕西,新栽竹,白居易,唐,,古风,14311,18804,陕西,西安市,周至县
2869,陕西,秋霖中过尹纵之仙游山居,白居易,唐,,古风,14862,18804,陕西,西安市,周至县
2870,陕西,寄题盩厔厅前双松,白居易,唐,,古风,15033,18804,陕西,西安市,周至县
2913,陕西,伊川晚眺,李德裕,唐,,绝句,30194,16661,陕西,西安市,周至县
2871,陕西,祇役骆口驿喜萧侍御书至兼睹新诗吟讽通宵因寄八韵,白居易,唐,,古风,14778,18804,陕西,西安市,周至县
2872,陕西,早祭风伯因怀李十一舍人,白居易,唐,,古风,14508,18804,陕西,西安市,周至县
7059,四川,启事,山涛,西晋,,文,1348014,7142,四川,绵阳市,平武县
2874,陕西,县西郊秋寄赠马造,白居易,唐,,古风,14628,18804,陕西,西安市,周至县
2875,陕西,再因公事到骆口驿,白居易,唐,,古风,14483,18804,陕西,西安市,周至县
2876,陕西,嘲黔南观察南卓,吕温,中唐,,绝句,18431,14605,陕西,西安市,周至县
2878,陕西,文宗元圣昭献孝皇帝挽歌三首,刘禹锡,中唐,,律诗,17083,14603,陕西,西安市,周至县
2879,陕西,终南秋雪,刘禹锡,中唐,,律诗,17222,14603,陕西,西安市,周至县
2880,陕西,和仆射牛相公见示长句,刘禹锡,中唐,,律诗,17158,14603,陕西,西安市,周至县
2882,陕西,闻籍田有感,柳宗元,中唐,,绝句,40577,17578,陕西,西安市,周至县
2883,陕西,盩厔县新食堂记,柳宗元,中唐,,文,1371088,17578,陕西,西安市,周至县
2884,陕西,馆驿使壁记,柳宗元,中唐,,文,1371090,17578,陕西,西安市,周至县
2885,陕西,终南山祠堂碑,柳宗元,中唐,,文,1371201,17578,陕西,西安市,周至县
2886,陕西,唐故朝散大夫永州刺史崔公墓志,柳宗元,中唐,,文,1371229,17578,陕西,西安市,周至县
2887,陕西,吕侍御恭墓铭,柳宗元,中唐,,文,1371234,17578,陕西,西安市,周至县
2888,陕西,故河南府司录参军卢君墓志铭,李翱,中唐,,文,1372098,17014,陕西,西安市,周至县
2889,陕西,游城东王驸马亭,陆畅,唐,,绝句,34601,21001,陕西,西安市,周至县
2890,陕西,赠终南山傅山人,姚合,唐,,排律,40225,14610,陕西,西安市,周至县
2881,四川,唐兴元节度使王公先庙碑,刘禹锡,中唐,,文,1371616,14603,四川,绵阳市,梓潼县
2892,陕西,天坛上境,元稹,中唐,,律诗,6442,14615,陕西,西安市,周至县
2893,陕西,使东川,元稹,中唐,,绝句,6270,14615,陕西,西安市,周至县
2894,陕西,使东川,元稹,中唐,,绝句,6271,14615,陕西,西安市,周至县
2895,陕西,使东川 邮亭月,元稹,中唐,,绝句,6268,14615,陕西,西安市,周至县
2896,陕西,阳城驿,元稹,中唐,,古风,6833,14615,陕西,西安市,周至县
2897,陕西,红芍药,元稹,中唐,,古风,7021,14615,陕西,西安市,周至县
2898,陕西,紫踯躅,元稹,中唐,,古风,6950,14615,陕西,西安市,周至县
2900,陕西,唐故福建等州都团练观察处置等使中大夫使持节都督福州诸军事守福州刺史兼御史中丞上柱国赐紫金鱼袋赠左散骑常侍裴公墓志铭,元稹,中唐,,文,1372531,14615,陕西,西安市,周至县
2901,陕西,寄龙池寺贞空二上人,贾岛,中唐,,律诗,44260,20204,陕西,西安市,周至县
2902,陕西,荒斋,贾岛,中唐,,律诗,44142,20204,陕西,西安市,周至县
2903,陕西,题青龙寺镜公房,贾岛,中唐,,律诗,44310,20204,陕西,西安市,周至县
2904,陕西,送厉宗上人,贾岛,中唐,,律诗,44159,20204,陕西,西安市,周至县
2905,陕西,过雍秀才居,贾岛,中唐,,律诗,44106,20204,陕西,西安市,周至县
2906,陕西,晚晴见终南诸峰,贾岛,中唐,,律诗,44280,20204,陕西,西安市,周至县
2907,陕西,送饶州张使君,贾岛,中唐,,律诗,44201,20204,陕西,西安市,周至县
2908,陕西,题刘华书斋,贾岛,中唐,,排律,44345,20204,陕西,西安市,周至县
2909,陕西,冬月长安雨中见终南雪,贾岛,中唐,,古风,44352,20204,陕西,西安市,周至县
2910,陕西,盩厔县丞厅壁记,沈亚之,中唐,,文,1374551,17900,陕西,西安市,周至县
2911,陕西,駮左散骑常侍房式谥议,韦乾度,唐,,文,1374280,21220,陕西,西安市,周至县
2912,陕西,土风赋,陈仲师,唐,,辞赋,1374138,21020,陕西,西安市,周至县
2990,陕西,京师为井丹语,无名氏,汉,,句,487799,,陕西,西安市,眉县
2914,陕西,早入中书行公主册礼事毕登集贤阁成咏,李德裕,唐,,古风,30292,16661,陕西,西安市,周至县
2915,陕西,行次潼关题驿后轩,许浑,唐,,律诗,20040,19980,陕西,西安市,周至县
2916,陕西,长安雪下望月记,舒元舆,中唐,,文,1374370,19314,陕西,西安市,周至县
2917,陕西,神弦,李贺,中唐,,古风,27871,17089,陕西,西安市,周至县
2918,陕西,清凉国师碑铭,裴休,唐,,四言诗,1374688,19788,陕西,西安市,周至县
2919,陕西,句,章孝标,唐,,句,47139,19089,陕西,西安市,周至县
2920,陕西,重修汉未央宫记,裴素,唐,,文,1375122,101088,陕西,西安市,周至县
2921,陕西,绝句,吕岩,中唐,,绝句,18128,13694,陕西,西安市,周至县
2922,陕西,宿天竺寺,郑巢,唐,,律诗,39461,20541,陕西,西安市,周至县
2923,陕西,华阴韦氏林亭,温庭筠,唐,,绝句,48255,18032,陕西,西安市,周至县
2924,陕西,长安杂题长句六首,杜牧,唐,,律诗,32141,17274,陕西,西安市,周至县
2925,陕西,赠终南兰若僧,杜牧,唐,,绝句,32115,17274,陕西,西安市,周至县
2926,陕西,故丞相尚书左仆射赠太尉太原王公神道碑铭,李宗闵,唐,,文,1374120,16563,陕西,西安市,周至县
2927,陕西,题终南麻先生寂禅师石室,刘得仁,唐,,律诗,17981,13178,陕西,西安市,周至县
2928,陕西,夏日樊川别业即事,刘得仁,唐,,律诗,17957,13178,陕西,西安市,周至县
2929,陕西,秋晚与友人游青龙寺,刘得仁,唐,,律诗,18006,13178,陕西,西安市,周至县
2930,陕西,题三乡诗,若耶溪女子,唐,,绝句,3915,19395,陕西,西安市,周至县
2931,陕西,和主司王起,高退之,唐,,律诗,45470,21776,陕西,西安市,周至县
2932,陕西,钧天,李商隐,唐,,绝句,28701,16489,陕西,西安市,周至县
2933,陕西,旧将军,李商隐,唐,,绝句,28592,16489,陕西,西安市,周至县
2934,陕西,韦蟾,李商隐,唐,,绝句,28570,16489,陕西,西安市,周至县
2935,陕西,和孙朴韦蟾孔雀咏,李商隐,唐,,排律,29057,16489,陕西,西安市,周至县
2936,陕西,肠,李商隐,唐,,排律,29056,16489,陕西,西安市,周至县
2937,陕西,韩碑,李商隐,唐,,古风,29133,16489,陕西,西安市,周至县
2938,陕西,戊辰会静中出贻同志二十韵,李商隐,唐,,古风,29100,16489,陕西,西安市,周至县
2939,陕西,李肱所遗画松诗书两纸得四十韵,李商隐,唐,,古风,29109,16489,陕西,西安市,周至县
2941,陕西,刑部尚书致仕赠尚书右仆射太原白公墓碑铭,李商隐,唐,,文,1375575,16489,陕西,西安市,周至县
7274,四川,书示吴黄两生。二首,成浑,明,,绝句,1483203,36868,四川,绵阳市,平武县
2943,陕西,寄终南隐者,薛能,唐,,律诗,51458,19677,陕西,西安市,周至县
2944,陕西,盩厔官舍新竹,薛能,唐,,绝句,51337,19677,陕西,西安市,周至县
2945,陕西,宿仙游寺望月生峰,薛能,唐,,绝句,51308,19677,陕西,西安市,周至县
2946,陕西,终南山,李郢,唐,,律诗,826490,17139,陕西,西安市,周至县
2947,陕西,赠先达,刘驾,中唐,,古风,16767,14653,陕西,西安市,周至县
2948,陕西,寄盩厔薛能少府,许棠,中唐,,律诗,20570,19981,陕西,西安市,周至县
2949,陕西,终南僧,贯休,五代,,绝句,38262,20065,陕西,西安市,周至县
3216,陕西,岐山操,无名氏,汉,,琴操,487930,,陕西,宝鸡市,岐山县
2940,四川,樊南乙集序,李商隐,唐,,文,1375569,16489,四川,绵阳市,梓潼县
2950,陕西,和毛学士舍人早春,贯休,五代,,排律,38729,20065,陕西,西安市,周至县
2951,陕西,上刘商州,贯休,五代,,古风,38754,20065,陕西,西安市,周至县
2952,陕西,送卢舍人三首,贯休,五代,,古风,38870,20065,陕西,西安市,周至县
2953,陕西,封禅寺居,罗隐,唐末,,律诗,37937,19207,陕西,西安市,周至县
2955,陕西,寄同年韦校书,皮日休,唐,,绝句,15384,18853,陕西,西安市,周至县
2956,陕西,奉献致政裴秘监,皮日休,唐,,古风,15688,18853,陕西,西安市,周至县
2957,陕西,夏日题盩厔友人书斋,李频,唐,,律诗,29753,17168,陕西,西安市,周至县
2958,陕西,送薛能少府任盩厔,李频,唐,,律诗,29748,17168,陕西,西安市,周至县
2959,陕西,避暑,李频,唐,,律诗,29788,17168,陕西,西安市,周至县
2960,陕西,夏日盩厔郊居寄姚少府,李频,唐,,律诗,29754,17168,陕西,西安市,周至县
2961,陕西,秋宿慈恩寺遂上人院,李频,唐,,律诗,29698,17168,陕西,西安市,周至县
2962,陕西,哭刘驾博士,聂夷中,晚唐,,古风,43921,19238,陕西,西安市,周至县
2963,陕西,牛头寺,司空图,唐末,,绝句,11786,14662,陕西,西安市,周至县
2964,陕西,省试,司空图,唐末,,绝句,11957,14662,陕西,西安市,周至县
2965,陕西,兴善寺贝多树,张乔,唐,,排律,23226,15063,陕西,西安市,周至县
2966,陕西,秦中春望,元淳,唐,,律诗,6159,12920,陕西,西安市,周至县
2967,陕西,寄何绍馀,林宽,唐末,,律诗,36966,17530,陕西,西安市,周至县
2968,陕西,和周繇校书先辈省中寓直,林宽,唐末,,排律,36972,17530,陕西,西安市,周至县
2970,陕西,终南白鹤观,郑谷,唐末,,律诗,39222,20907,陕西,西安市,周至县
2971,陕西,望中条,唐彦谦,晚唐,,律诗,42363,13917,陕西,西安市,周至县
2972,陕西,感恩书事寄上集义司徒相公,李洞,唐末,,律诗,27629,16828,陕西,西安市,周至县
2973,陕西,长安县厅,李洞,唐末,,绝句,27520,16828,陕西,西安市,周至县
2974,陕西,长安旅怀,高蟾,唐,,绝句,45797,21770,陕西,西安市,周至县
2991,陕西,启事,山涛,西晋,,文,1347982,7142,陕西,西安市,眉县
2969,四川,历代崇道记,杜光庭,唐末至五代,,文,1378181,17208,四川,广元市,昭化区
2975,陕西,御沟十六韵,吴融,唐末,,排律,22034,13770,陕西,西安市,周至县
2976,陕西,送人游雍京,齐己,唐末至五代,,律诗,20977,21698,陕西,西安市,周至县
2977,陕西,怀终南僧,齐己,唐末至五代,,律诗,20815,21698,陕西,西安市,周至县
2978,陕西,赴郑谷郎中招游龙兴观读题诗板谒七真仪像因有十八韵,齐己,唐末至五代,,排律,21370,21698,陕西,西安市,周至县
2979,陕西,授冯行袭昭信军节度使制,张玄晏,唐,,文,1376436,15588,陕西,西安市,周至县
2980,陕西,黔州刺史薛舒神道碑,韦建,五代,,文,1367416,21292,陕西,西安市,周至县
2981,陕西,示守庚申众,程紫霄,五代,,绝句,48651,19000,陕西,西安市,周至县
2982,陕西,光穆后谥册,徐铉,五代至宋初,,文,1145862,15869,陕西,西安市,周至县
2983,陕西,大宋凤翔府新建上清太平宫碑铭,徐铉,五代至宋初,,文,1146010,15869,陕西,西安市,周至县
2984,陕西,骊山灵泉观碑,徐铉,五代至宋初,,文,1146017,15869,陕西,西安市,周至县
2985,陕西,金陵览古 天阙山,朱存,南唐,,绝句,95779,26832,陕西,西安市,周至县
2986,陕西,送梦英大师,杨徽之,唐末宋初,,律诗,131380,21720,陕西,西安市,周至县
2987,陕西,大宋新修嵩岳中天王庙碑铭,卢多逊,唐末宋初,,文,1146320,23193,陕西,西安市,周至县
2988,陕西,送英公大师归终南,吕端,唐末宋初,,律诗,94435,23592,陕西,西安市,周至县
2989,陕西,宫词,宋白,唐末宋初,,绝句,104304,24776,陕西,西安市,周至县
6908,四川,秋夜于绵州偫官席别薛升华序,王勃,初唐,,文,1364102,18262,四川,绵阳市,涪城区
6909,四川,唐恒州刺史建昌公王公神道碑,杨炯,初唐,,文,1364240,17397,四川,绵阳市,涪城区
7104,四川,张方平再辞免恩命又不允诏,范祖禹,北宋,,文,1192654,29948,四川,绵阳市,平武县
2992,陕西,圣贤高士传,嵇康,曹魏,,文,1345517,5371,陕西,西安市,眉县
2993,陕西,马汧督诔,潘岳,西晋,,文,1336844,7967,陕西,西安市,眉县
2994,陕西,四体书势,卫恒,西晋,,文,1347867,6753,陕西,西安市,眉县
2995,陕西,扶风歌,刘琨,西晋,,古风,737,6668,陕西,西安市,眉县
2996,陕西,扶风歌,刘琨,西晋,,古风,738,6668,陕西,西安市,眉县
2997,陕西,以谯王承为湘州刺史诏,晋元帝,东晋,,文,1346557,7536,陕西,西安市,眉县
2998,陕西,自叙,傅畅,西晋,,文,1348682,6465,陕西,西安市,眉县
2999,陕西,广武将军□产碑,阙名,魏晋,,文,1351739,,陕西,西安市,眉县
3000,陕西,璇玑图诗,苏蕙,前秦,,古风,2096,8330,陕西,西安市,眉县
3001,陕西,士孝传赞,陶潜,东晋,,文,1350289,8894,陕西,西安市,眉县
3002,陕西,扶风歌,鲍照,南朝宋,,古风,3099,11572,陕西,西安市,眉县
3004,陕西,评书,袁昂,南梁,,文,1355515,11097,陕西,西安市,眉县
3005,陕西,上云乐七首,萧衍,南梁,,乐府曲辞,2543,10266,陕西,西安市,眉县
3063,陕西,幸凤泉汤制,玄宗皇帝,盛唐,,文,1360106,15178,陕西,西安市,眉县
3006,陕西,上书言李谧学行,孔璠,北魏,,文,1357717,100191,陕西,西安市,眉县
3007,陕西,求撰集古今文字表,江式,北魏,,文,1357652,7904,陕西,西安市,眉县
3008,陕西,弹贾执傅湛文,刘潜,南梁,,文,1355864,9518,陕西,西安市,眉县
3009,陕西,为蔡令樽让吴郡表,萧子范,南梁,,文,1355021,10876,陕西,西安市,眉县
3010,陕西,论语义疏叙,皇侃,南梁,,文,1355984,10678,陕西,西安市,眉县
6684,四川,论汉晋碑,黄伯思,北宋,,文,1222216,34473,四川,绵阳市,梓潼县
3013,陕西,慈觉寺碑,萧纲,南梁,,文,1354658,11038,陕西,西安市,眉县
3064,陕西,幸凤泉降所过地方刑罪制,玄宗皇帝,盛唐,,文,1360108,15178,陕西,西安市,眉县
3012,陕西,长沙宣武王北凉州庙碑,萧纲,南梁,,文,1354652,11038,陕西,汉中市,勉县
3014,陕西,奏封张兴世等,有司,南北朝,,文,1353384,,陕西,西安市,眉县
3015,陕西,与李那书,徐陵,陈朝,,文,1356395,10152,陕西,西安市,眉县
3016,陕西,玉台新咏序,徐陵,陈朝,,文,1356407,10152,陕西,西安市,眉县
3017,陕西,刘生,萧绎,南梁,,古风,491746,10404,陕西,西安市,眉县
3018,陕西,答晋安王叙南康简王薨书,萧绎,南梁,,文,1354733,10404,陕西,西安市,眉县
3019,陕西,怀旧志序,萧绎,南梁,,文,1354758,10404,陕西,西安市,眉县
3020,陕西,别周尚书弘正诗,庾信,北周,,古风,2257,10036,陕西,西安市,眉县
3021,陕西,枯树赋,庾信,北周,,辞赋,1358332,10036,陕西,西安市,眉县
3022,陕西,谢赵五赉丝布启,庾信,北周,,文,1358350,10036,陕西,西安市,眉县
3023,陕西,拟连珠四十四首,庾信,北周,,文,1358425,10036,陕西,西安市,眉县
2709,陕西,陕州弘农郡五张寺经藏碑,庾信,北周,,文,1358451,10036,陕西,西安市,眉县
3024,陕西,周车骑大将军赠小司空宇文显墓志铭,庾信,北周,,文,1358466,10036,陕西,西安市,眉县
3025,陕西,周冠军公夫人乌石兰氏墓志铭,庾信,北周,,文,1358477,10036,陕西,西安市,眉县
3026,陕西,武德郡建沁水石桥记,于子建,北魏,,文,1357800,100207,陕西,西安市,眉县
3027,陕西,答徐陵书,李昶,北周,,文,1358291,10312,陕西,西安市,眉县
3028,陕西,望郢州城诗,沈炯,陈朝,,古风,492758,10512,陕西,西安市,眉县
3029,陕西,二教论,释道安,北周,,文,1358556,100243,陕西,西安市,眉县
3030,陕西,上奏黄凤泉二白石文,王劭,隋,,文,1359087,12100,陕西,西安市,眉县
3031,陕西,嘲牛弘,马敞,隋,,古风,493420,,陕西,西安市,眉县
3032,陕西,宣州稽亭山妙显寺碑铭,郑辨志,隋,,文,1359187,100262,陕西,西安市,眉县
3033,陕西,文中子世家,杜淹,隋末唐初,,文,1363382,11862,陕西,西安市,眉县
3034,陕西,大唐故兰陵长公主碑,李义府,初唐,,文,1363669,12432,陕西,西安市,眉县
3035,陕西,经破薛举战地,李世民,隋末唐初,,古风,3478,13897,陕西,西安市,眉县
3036,陕西,册韦挺长女为齐王妃文,太宗皇帝,隋末唐初,,文,1359692,13897,陕西,西安市,眉县
3065,陕西,幸凤泉汤诏,玄宗皇帝,盛唐,,文,1360298,15178,陕西,西安市,眉县
3066,陕西,平粜诏,玄宗皇帝,盛唐,,文,1360614,15178,陕西,西安市,眉县
3466,陕西,晓泊汉阳渡,王贞白,唐,,律诗,7853,18655,陕西,汉中市,勉县
3037,陕西,还至于阗国进表,僧玄奘,初唐,,文,1377786,18190,陕西,西安市,眉县
3038,陕西,织锦回文记,高宗武皇后,初唐,,文,1362372,17729,陕西,西安市,眉县
3039,陕西,荆南戒坛舍利赞,释无行,初唐,,文,1377865,15122,陕西,西安市,眉县
3040,陕西,元日述怀,卢照邻,初唐,,律诗,11526,13478,陕西,西安市,眉县
3041,陕西,过东山谷口,卢照邻,初唐,,排律,11558,13478,陕西,西安市,眉县
3042,陕西,三月曲水宴得尊字,卢照邻,初唐,,古风,11575,13478,陕西,西安市,眉县
3043,陕西,赤谷安禅师塔,卢照邻,初唐,,古风,11585,13478,陕西,西安市,眉县
2190,陕西,怀仙引,卢照邻,初唐,故道,古风,11584,13478,陕西,西安市,眉县
3044,陕西,宴凤泉石翁神祠诗序,卢照邻,初唐,,文,1363868,13478,陕西,西安市,眉县
3067,陕西,兖州曲阜县孔子庙碑,李邕,盛唐,,文,1365470,15165,陕西,西安市,眉县
19,陕西,五悲文,卢照邻,初唐,蜀道,文,1363873,13478,陕西,西安市,眉县
3045,陕西,平台秘略论十首,王勃,初唐,,文,1364114,18262,陕西,西安市,眉县
3046,陕西,梓州官僚赞,杨炯,初唐,,四言诗,1364222,17397,陕西,西安市,眉县
3047,陕西,梓州官僚赞,杨炯,初唐,,四言诗,1364225,17397,陕西,西安市,眉县
3048,陕西,梓州惠义寺重阁铭,杨炯,初唐,,文,1364234,17397,陕西,西安市,眉县
2726,陕西,大唐益州大都督府新都县学先圣庙堂碑文,杨炯,初唐,,文,1364237,17397,陕西,西安市,眉县
6585,四川,洛州荥阳县头陀逸僧识法师上颂圣主中兴得贤令卢公清德文,刘穆之,初唐,,四言诗,1365553,13281,四川,绵阳市,涪城区
3050,陕西,唐右将军魏哲神道碑,杨炯,初唐,,文,1364248,17397,陕西,西安市,眉县
3052,陕西,奉和圣制幸凤汤泉应制,张说,唐,,排律,24037,15153,陕西,西安市,眉县
3054,陕西,文昌左丞陆公墓志,张说,唐,,文,1364811,15153,陕西,西安市,眉县
3055,陕西,奉和圣制至长春宫登楼望稼穑之作,苏颋,唐,,排律,33829,19372,陕西,西安市,眉县
3053,四川,故洛阳尉赠朝散大夫马府君碑,张说,唐,,文,1364772,15153,四川,绵阳市,涪城区
3057,陕西,唐紫微侍郎赠黄门监李乂神道碑,苏颋,唐,,文,1365394,19372,陕西,西安市,眉县
3059,陕西,徐氏法书记,武平一,唐,,文,1365523,17745,陕西,西安市,眉县
3060,陕西,幸凤泉汤,李隆基,盛唐,,排律,36898,15178,陕西,西安市,眉县
3061,陕西,庆唐观纪圣铭,玄宗皇帝,盛唐,,四言诗,1360979,15178,陕西,西安市,眉县
3058,四川,唐齐州长史裴府君神道碑,李迥秀,初唐,,文,1365693,17114,四川,绵阳市,涪城区
3068,陕西,楚州淮阴县婆罗树碑,李邕,盛唐,,文,1365471,15165,陕西,西安市,眉县
3069,陕西,逸人窦居士神道碑,李邕,盛唐,,文,1365486,15165,陕西,西安市,眉县
7060,四川,论姜维,王崇,蜀汉,,文,1349434,4656,四川,绵阳市,平武县
3051,四川,临邛县令封君遗爱碑,陈子昂,唐初,,文,1364546,20887,四川,绵阳市,梓潼县
