ID,Poem Title,latitude,longitude,period,Dynasty of Poem,Keywords of Poem,author,region
1375673,河南少尹裴公墓志铭,34.259695,108.784514,隋唐五代十国,唐,,,
1371834,武陵郡王马公神道碑,34.259695,108.784514,隋唐五代十国,唐,,,
1367899,王右军祠堂碑,34.259695,108.784514,隋唐五代十国,唐,,,
1369915,颜鲁公行状,34.259695,108.784514,隋唐五代十国,唐末至五代,,殷亮,四川
1376657,堂阳亭子诗序,34.259695,108.784514,隋唐五代十国,晚唐,,,
1367454,扶风郡贺庆云见表,34.259695,108.784514,隋唐五代十国,唐末至五代,,,
1371387,大唐故辅国大将军兼左骁卫将军御史中丞马公墓志铭,34.259695,108.784514,宋辽金西夏元,南宋,,,
1371385,有唐故银青光禄大夫行平州别驾马公墓志铭,34.259695,108.784514,宋辽金西夏元,北宋,,,
1371382,唐天文述,34.259695,108.784514,宋辽金西夏元,北宋,,,
1371365,泉州泛东湖饯裴参和南游序,34.259695,108.784514,宋辽金西夏元,北宋,,,
1361399,授杜佑诸道盐铁等使制,34.259695,108.784514,宋辽金西夏元,北宋,,,
1369810,告王考礼部府君文,34.259695,108.784514,宋辽金西夏元,宋,,,
1369803,先公先太君灵表,34.259695,108.784514,宋辽金西夏元,北宋,,,
1363288,天柱观记,33.027948,107.006472,宋辽金西夏元,南宋,,钱镠,陕西
1369793,唐故太常卿赠刑部尚书韦公墓志铭,34.259695,108.784514,宋辽金西夏元,南宋,,,
1369643,招隐寺上方送马典设归上都序,34.259695,108.784514,宋辽金西夏元,南宋,,,
1369556,东都留守举人自代状,34.259695,108.784514,隋唐五代十国,唐,,,
1369555,礼部尚书举人自代状,34.259695,108.784514,宋辽金西夏元,宋,,,
1369533,缘迁祔请令子弟营护状,34.259695,108.784514,秦汉时期,西汉,,,
1369728,尚书度支郎中赠尚书左仆射正平节公裴公神道碑铭,34.259695,108.784514,秦汉时期,东汉,,,
113706,老大,34.259695,108.784514,三国两晋南北朝,陈朝,,,
1369712,唐故光禄大夫检校太尉兼中书令成都尹剑南西川节度副大使知节度事兼管内支度营田观察处置统押近界诸蛮夷西山八国云南安抚等使上柱国南康郡王赠太师韦公先庙碑铭,34.259695,108.784514,隋唐五代十国,唐初,,,
1369770,扬州兵曹参军萧府君墓志铭,34.259695,108.784514,隋唐五代十国,初唐,,,
1369755,金紫光禄大夫检校礼部尚书使持节都督广州诸军事兼广州刺史御史大夫充岭南节度支度营田观察处置本管经略等使东海郡开国公赠太子少保徐公墓志铭,34.259695,108.784514,隋唐五代十国,初唐,,,
4053,唐故通议大夫守户部尚书兼御史大夫持节充朔方镇西北庭兴平陈郑等州行营兵马及河中节度都统处置使兼管内观察使权知绛州刺史赐紫金鱼袋赠扬州大都督府李公神道碑铭,34.259695,108.784514,隋唐五代十国,唐初,,权德舆,四川
1369850,华阳三洞景昭大法师碑,34.259695,108.784514,隋唐五代十国,唐初,,,
1369941,圣朝无忧王寺大圣真身宝塔碑铭,34.259695,108.784514,隋唐五代十国,初唐,,张彧,陕西
1369298,论缘边守备事宜状,34.259695,108.784514,隋唐五代十国,初唐,,陆贽,陕西
1369193,李晟凤翔陇西节度兼泾原副元帅制,34.259695,108.784514,隋唐五代十国,初唐,,,
1370044,为杜东都祭窦庐州文,34.259695,108.784514,隋唐五代十国,唐,,,
1370035,朝散大夫使持节常州诸军事守常州刺史赐紫金鱼袋独孤公行状,34.259695,108.784514,宋辽金西夏元,北宋,,,
1370012,梁高士碣,34.259695,108.784514,隋唐五代十国,初唐,,,
1369971,送张三十昆季西上序,34.259695,108.784514,隋唐五代十国,唐,,,
1369965,送窦拾遗赴朝廷序,34.259695,108.784514,隋唐五代十国,唐,,,
1369360,左仆射贾耽神道碑,34.259695,108.784514,隋唐五代十国,唐,,郑馀庆,陕西
30049,送单少府赴扶风,34.259695,108.784514,隋唐五代十国,唐,,,
1258867,重修山河堰记,33.027948,107.006472,宋辽金西夏元,北宋,,杨绛,陕西
1367363,意林序,34.259695,108.784514,隋唐五代十国,唐,,,
1361371,赠权倕尚书礼部郎中敕,34.259695,108.784514,隋唐五代十国,盛唐,,李适,陕西
1368468,华州刺史李公墓志铭,34.259695,108.784514,隋唐五代十国,盛唐,,,
1368461,故四镇北庭行营节度使扶风郡王赠司徒马公神道碑铭,34.259695,108.784514,隋唐五代十国,盛唐,,,
1367689,送孙侍御赴凤翔幕府序,34.259695,108.784514,隋唐五代十国,中唐,,,
33874,小洞庭洄源亭宴四郡太守诗,34.259695,108.784514,隋唐五代十国,中唐,,,
1367464,对肃宗破贼疏,34.259695,108.784514,隋唐五代十国,唐,,,
728597,焦主簿挽诗,34.259695,108.784514,隋唐五代十国,唐,蜀道,,
1364225,梓州官僚赞,34.259695,108.784514,宋辽金西夏元,北宋,,杨炯,陕西
1369794,唐故朝议大夫太子右庶子上柱国赐紫金鱼袋韦君墓志铭,34.259695,108.784514,明清时期,明,,,
1367542,殊亭记,34.259695,108.784514,隋唐五代十国,中唐,,,
1158415,请令江淮发运使满任奏,32.228821,107.445367,隋唐五代十国,中唐,,,
1367532,送张元武序,34.259695,108.784514,隋唐五代十国,中唐,,,
22543,虢州送郑兴宗弟归扶风别庐,34.259695,108.784514,隋唐五代十国,唐,,,
22511,暮春虢州东亭送李司马归扶风别庐,34.259695,108.784514,隋唐五代十国,唐,,,
1366462,三贤论,34.259695,108.784514,隋唐五代十国,唐,,,
1368030,吏部尚书南曹石幢颂序,34.259695,108.784514,隋唐五代十国,中唐,,,
31794,塞芦子,34.259695,108.784514,宋辽金西夏元,北宋,,,
31673,秋日荆南送石首薛明府辞满告别奉寄薛尚书颂德叙怀斐然之作三十韵,34.259695,108.784514,宋辽金西夏元,北宋,,,
1366818,有唐故中大夫使持节寿州诸军事寿州刺史上柱国赠太保郭公庙碑铭,34.259695,108.784514,隋唐五代十国,中唐,,,
47634,秋庭贻马九,34.259695,108.784514,隋唐五代十国,唐,,,
1366953,溧阳濑水贞义女碑铭,34.259695,108.784514,隋唐五代十国,唐,,,
1366923,北斗延生经注解序,34.259695,108.784514,隋唐五代十国,唐,,,
1366901,为宋中丞请都金陵表,34.259695,108.784514,隋唐五代十国,唐,,李白,四川
26315,流夜郎半道承恩放还兼欣剋复之美书怀示息秀才,34.259695,108.784514,隋唐五代十国,晚唐,,李白,四川
1365486,逸人窦居士神道碑,34.259695,108.784514,隋唐五代十国,唐末至五代,,李邕,陕西
1360105,放散围兵制,34.259695,108.784514,隋唐五代十国,唐末至五代,,玄宗皇帝,陕西
1365693,唐齐州长史裴府君神道碑,34.259695,108.784514,隋唐五代十国,唐末,,李迥秀,四川
33848,扈从凤泉和崔黄门喜恩旨解严罢围之作,34.259695,108.784514,隋唐五代十国,吴越,,苏颋,陕西
1364772,故洛阳尉赠朝散大夫马府君碑,34.259695,108.784514,宋辽金西夏元,北宋,,张说,四川
1364772,故洛阳尉赠朝散大夫马府君碑,34.259695,108.784514,宋辽金西夏元,北宋,,张说,四川
1364546,临邛县令封君遗爱碑,34.259695,108.784514,宋辽金西夏元,北宋,,陈子昂,四川
1364241,泸川都督王湛神道碑,34.259695,108.784514,宋辽金西夏元,北宋,,杨炯,陕西
1364222,梓州官僚赞,34.259695,108.784514,宋辽金西夏元,北宋,,杨炯,陕西
1354652,长沙宣武王北凉州庙碑,34.259695,108.784514,宋辽金西夏元,北宋,,萧纲,陕西
1354640,徵君何先生墓志,34.259695,108.784514,宋辽金西夏元,北宋,,萧纲,陕西
1366949,天长节度使鄂州刺史韦公德政碑,34.259695,108.784514,宋辽金西夏元,北宋,,,
1353767,条疏古来能书人名启,34.259695,108.784514,宋辽金西夏元,北宋,,王僧虔,陕西
810915,柿林新居,34.259695,108.784514,宋辽金西夏元,北宋,,,
19363,题崔山人草堂,34.259695,108.784514,宋辽金西夏元,北宋,,,
8251,赠陈评事,34.259695,108.784514,宋辽金西夏元,北宋,,,
4487,送李丞使宣州,34.259695,108.784514,宋辽金西夏元,北宋,蜀道,,
6295,定僧,34.259695,108.784514,宋辽金西夏元,北宋,,,
5307,东阳夜怪诗,34.259695,108.784514,宋辽金西夏元,北宋,,,
4668,后土夫人,34.259695,108.784514,宋辽金西夏元,北宋,,,
2559,子夜四时歌十六首,34.259695,108.784514,宋辽金西夏元,北宋,,萧衍,四川
5220,谒仙观二首,34.259695,108.784514,宋辽金西夏元,北宋,,,
26015,地藏菩萨赞,34.259695,108.784514,宋辽金西夏元,北宋,,李白,陕西
26181,宣城送刘副使入秦,34.259695,108.784514,宋辽金西夏元,北宋,,李白,陕西
26103,扶风豪士歌,34.259695,108.784514,宋辽金西夏元,北宋,,李白,陕西
8665,代扶风主人答,34.259695,108.784514,宋辽金西夏元,南宋,,王昌龄,陕西
36898,幸凤泉汤,34.259695,108.784514,宋辽金西夏元,南宋,,李隆基,陕西
1365523,徐氏法书记,34.259695,108.784514,宋辽金西夏元,南宋,,武平一,陕西
1365394,唐紫微侍郎赠黄门监李乂神道碑,34.259695,108.784514,宋辽金西夏元,南宋,,苏颋,陕西
33829,奉和圣制至长春宫登楼望稼穑之作,34.259695,108.784514,宋辽金西夏元,北宋,,苏颋,陕西
1364811,文昌左丞陆公墓志,34.259695,108.784514,宋辽金西夏元,北宋,,张说,陕西
24037,奉和圣制幸凤汤泉应制,34.259695,108.784514,宋辽金西夏元,宋,,张说,陕西
1364248,唐右将军魏哲神道碑,34.259695,108.784514,宋辽金西夏元,宋,,杨炯,陕西
1364237,大唐益州大都督府新都县学先圣庙堂碑文,34.259695,108.784514,宋辽金西夏元,北宋,,杨炯,陕西
1364114,平台秘略论十首,34.259695,108.784514,宋辽金西夏元,北宋,,王勃,陕西
1363873,五悲文,34.259695,108.784514,宋辽金西夏元,北宋,,卢照邻,陕西
1365470,兖州曲阜县孔子庙碑,34.259695,108.784514,宋辽金西夏元,北宋,,李邕,陕西
1363868,宴凤泉石翁神祠诗序,34.259695,108.784514,宋辽金西夏元,北宋,,卢照邻,陕西
11584,怀仙引,34.259695,108.784514,宋辽金西夏元,北宋,,卢照邻,陕西
11585,赤谷安禅师塔,34.259695,108.784514,宋辽金西夏元,北宋,,卢照邻,陕西
11575,三月曲水宴得尊字,34.259695,108.784514,宋辽金西夏元,宋,,卢照邻,陕西
11558,过东山谷口,34.259695,108.784514,宋辽金西夏元,北宋,,卢照邻,陕西
11526,元日述怀,34.259695,108.784514,宋辽金西夏元,北宋,,卢照邻,陕西
1377865,荆南戒坛舍利赞,34.259695,108.784514,宋辽金西夏元,宋,,释无行,陕西
1360106,幸凤泉汤制,34.259695,108.784514,宋辽金西夏元,宋,,玄宗皇帝,陕西
1362372,织锦回文记,34.259695,108.784514,宋辽金西夏元,北宋,,高宗武皇后,陕西
1377786,还至于阗国进表,34.259695,108.784514,宋辽金西夏元,北宋,,僧玄奘,陕西
1360614,平粜诏,34.259695,108.784514,宋辽金西夏元,宋,,玄宗皇帝,陕西
1360298,幸凤泉汤诏,34.259695,108.784514,宋辽金西夏元,北宋,,玄宗皇帝,陕西
1359692,册韦挺长女为齐王妃文,34.259695,108.784514,宋辽金西夏元,北宋,蜀道,太宗皇帝,陕西
3478,经破薛举战地,34.259695,108.784514,宋辽金西夏元,北宋,,李世民,陕西
1363669,大唐故兰陵长公主碑,34.259695,108.784514,宋辽金西夏元,北宋,蜀道,李义府,陕西
1363382,文中子世家,34.259695,108.784514,宋辽金西夏元,宋,,杜淹,陕西
1359187,宣州稽亭山妙显寺碑铭,34.259695,108.784514,宋辽金西夏元,北宋,,郑辨志,陕西
493420,嘲牛弘,34.259695,108.784514,宋辽金西夏元,南宋,,马敞,陕西
1359087,上奏黄凤泉二白石文,34.259695,108.784514,宋辽金西夏元,宋,,王劭,陕西
1358556,二教论,34.259695,108.784514,宋辽金西夏元,宋,,释道安,陕西
492758,望郢州城诗,34.259695,108.784514,宋辽金西夏元,北宋,,沈炯,陕西
1358291,答徐陵书,34.259695,108.784514,宋辽金西夏元,北宋,,李昶,陕西
1357800,武德郡建沁水石桥记,34.259695,108.784514,宋辽金西夏元,宋,,于子建,陕西
1358477,周冠军公夫人乌石兰氏墓志铭,34.259695,108.784514,宋辽金西夏元,宋,,庾信,陕西
1358466,周车骑大将军赠小司空宇文显墓志铭,34.259695,108.784514,宋辽金西夏元,宋,,庾信,陕西
1358451,陕州弘农郡五张寺经藏碑,34.259695,108.784514,宋辽金西夏元,宋,,庾信,陕西
1358425,拟连珠四十四首,34.259695,108.784514,宋辽金西夏元,宋,,庾信,陕西
1358350,谢赵五赉丝布启,34.259695,108.784514,宋辽金西夏元,北宋,,庾信,陕西
1358332,枯树赋,34.259695,108.784514,宋辽金西夏元,北宋,,庾信,陕西
2257,别周尚书弘正诗,34.259695,108.784514,宋辽金西夏元,北宋,,庾信,陕西
1354758,怀旧志序,34.259695,108.784514,宋辽金西夏元,宋,,萧绎,陕西
1354733,答晋安王叙南康简王薨书,34.259695,108.784514,宋辽金西夏元,宋,,萧绎,陕西
491746,刘生,34.259695,108.784514,宋辽金西夏元,北宋,,萧绎,陕西
1356407,玉台新咏序,34.259695,108.784514,宋辽金西夏元,宋,,徐陵,陕西
1356395,与李那书,34.259695,108.784514,宋辽金西夏元,南宋,,徐陵,陕西
1353384,奏封张兴世等,34.259695,108.784514,宋辽金西夏元,宋,,有司,陕西
1360108,幸凤泉降所过地方刑罪制,34.259695,108.784514,宋辽金西夏元,南宋,,玄宗皇帝,陕西
1354658,慈觉寺碑,34.259695,108.784514,宋辽金西夏元,南宋,,萧纲,陕西
1355021,为蔡令樽让吴郡表,34.259695,108.784514,宋辽金西夏元,南宋,,萧子范,陕西
1355864,弹贾执傅湛文,34.259695,108.784514,隋唐五代十国,五代,,刘潜,陕西
1357652,求撰集古今文字表,34.259695,108.784514,宋辽金西夏元,南宋,,江式,陕西
1261828,与范至能参政劄子,32.228821,107.445367,宋辽金西夏元,南宋,,,
1357717,上书言李谧学行,34.259695,108.784514,近现代至当代,现当代,,孔璠,陕西
2543,上云乐七首,34.259695,108.784514,宋辽金西夏元,北宋,,萧衍,陕西
3099,扶风歌,34.259695,108.784514,宋辽金西夏元,宋,,刘琨,陕西
1350289,士孝传赞,34.259695,108.784514,宋辽金西夏元,南宋,,陶潜,陕西
2096,璇玑图诗,34.259695,108.784514,宋辽金西夏元,北宋,,苏蕙,陕西
1351739,广武将军□产碑,34.259695,108.784514,宋辽金西夏元,宋,,阙名,陕西
1348682,自叙,34.259695,108.784514,明清时期,清,,傅畅,陕西
1346557,以谯王承为湘州刺史诏,34.259695,108.784514,宋辽金西夏元,南宋,,晋元帝,陕西
738,扶风歌,34.259695,108.784514,宋辽金西夏元,宋,,刘琨,陕西
737,扶风歌,34.259695,108.784514,宋辽金西夏元,宋,,刘琨,陕西
1347867,四体书势,34.259695,108.784514,宋辽金西夏元,宋,,卫恒,陕西
1336844,马汧督诔,34.259695,108.784514,宋辽金西夏元,宋,,潘岳,陕西
1345517,圣贤高士传,34.259695,108.784514,明清时期,明,,嵇康,陕西
1347982,启事,34.259695,108.784514,宋辽金西夏元,南宋,,山涛,四川
487799,京师为井丹语,34.259695,108.784514,宋辽金西夏元,南宋,金牛道,无名氏,陕西
1432789,挽申象村词,34.259695,108.784514,宋辽金西夏元,南宋,,,
147886,雨中卧病有感,34.36336,107.705647,宋辽金西夏元,南宋,,,
815412,滹沱河行,34.259695,108.784514,宋辽金西夏元,南宋,,,
882039,白龙洞,34.259695,108.784514,宋辽金西夏元,南宋,蜀道,,
882038,碧峰嶂,34.259695,108.784514,宋辽金西夏元,南宋,,,
882037,紫芝峪,34.259695,108.784514,宋辽金西夏元,南宋,,,
882036,集仙洞,34.259695,108.784514,宋辽金西夏元,南宋,,,
882035,果老岭,34.259695,108.784514,宋辽金西夏元,南宋,,,
882034,夕阳岩,34.259695,108.784514,宋辽金西夏元,南宋,,,
882033,白云堂,34.259695,108.784514,明清时期,明,,,
882032,虎风口,34.259695,108.784514,宋辽金西夏元,北宋,,,
882031,望仙亭,34.259695,108.784514,宋辽金西夏元,南宋,,,
882030,步云路,34.259695,108.784514,宋辽金西夏元,南宋,,,
1426864,窗前有一桃树障眼。命斫之。以诗醉之,34.259695,108.784514,宋辽金西夏元,南宋,,,
897318,孟秋登北岳恒山一首,34.259695,108.784514,宋辽金西夏元,南宋,,,
283947,送伯宗高比部为景府长史,34.259695,108.784514,宋辽金西夏元,南宋,,,
882046,游悬空寺,34.259695,108.784514,宋辽金西夏元,南宋,,,
881978,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,,,
882042,琴棋台,34.259695,108.784514,宋辽金西夏元,南宋,,,
882041,白虎峰,34.259695,108.784514,宋辽金西夏元,南宋,,,
882040,白云堂,34.259695,108.784514,宋辽金西夏元,南宋,,,
881972,登恒山遇雪,34.259695,108.784514,宋辽金西夏元,南宋,,,
881988,登恒岳,34.259695,108.784514,宋辽金西夏元,南宋,,,
881985,过悬空寺,34.259695,108.784514,宋辽金西夏元,南宋,蜀道,,
881996,登恒山和邵邽韵,34.259695,108.784514,宋辽金西夏元,南宋,,,
881995,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,,,
594951,送萧子雍宪副之任,34.259695,108.784514,宋辽金西夏元,南宋,,,
1251212,暑赋,34.36336,107.705647,宋辽金西夏元,南宋,,,
881997,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,,,
882000,望仙亭,34.259695,108.784514,宋辽金西夏元,南宋,,,
881999,步云路,34.259695,108.784514,宋辽金西夏元,南宋,,,
881998,登恒山和邵邽韵,34.259695,108.784514,宋辽金西夏元,南宋,,,
881993,题恒山,34.259695,108.784514,明清时期,明,,,
881979,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,,,
881971,登恒山,34.259695,108.784514,宋辽金西夏元,宋,,,
285682,送陈永和钧改官之真定学曩府君教处,34.259695,108.784514,宋辽金西夏元,南宋,,,
621057,谢医士过访诗以赠之,34.259695,108.784514,宋辽金西夏元,南宋,,,
786704,简吴子二首,34.259695,108.784514,宋辽金西夏元,宋,,,
786087,七日恒山道中,34.259695,108.784514,宋辽金西夏元,南宋,,,
284175,送杨侍御按真定,34.259695,108.784514,宋辽金西夏元,南宋,,,
286133,北岳二十韵,34.259695,108.784514,宋辽金西夏元,南宋,蜀道,,
469036,拄杖,34.259695,108.784514,宋辽金西夏元,南宋,,,
749747,大司寇恒山张公父母俱八十馀三疏得归省太夫人旧患丧明公归而愈缙绅多咏其事郑同年与聚索予作忙中走笔,34.259695,108.784514,宋辽金西夏元,宋,,,
752564,送乔冢宰致仕还太原二首,34.259695,108.784514,明清时期,明,,,
412489,送郑上舍缙省亲之朔州,34.259695,108.784514,宋辽金西夏元,南宋,,,
416610,李士端杏轩诗卷,34.259695,108.784514,宋辽金西夏元,北宋,,,
139194,和文与可洋州园亭三十咏,33.027948,107.006472,宋辽金西夏元,南宋,,苏辙,陕西
748596,与思道叙别四十八韵,34.259695,108.784514,宋辽金西夏元,南宋,,,
881975,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,,,
882002,白云堂,34.259695,108.784514,宋辽金西夏元,南宋,,,
881973,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,,,
441160,金菊对芙蓉　阅兵雁门登城,34.259695,108.784514,宋辽金西夏元,南宋,,,
376403,行香子 梅未着花,34.259695,108.784514,宋辽金西夏元,南宋,,,
745359,送县令代刘永宁作,34.259695,108.784514,宋辽金西夏元,南宋,,边贡,四川
745354,赠王文熙五首,34.259695,108.784514,宋辽金西夏元,南宋,,,
745720,送刘希尹入高邑省亲,34.259695,108.784514,宋辽金西夏元,南宋,,,
1392927,褒城趁车午过沔中宁羌,33.027948,107.006472,宋辽金西夏元,南宋,,邵祖平,陕西
567337,海音诗,33.027948,107.006472,宋辽金西夏元,南宋,,刘家谋,陕西
435174,吊宋刺史柳仲涂书院废址,34.259695,108.784514,宋辽金西夏元,南宋,,,
619288,同年诸公枉顾因次恒山赏菊韵,34.259695,108.784514,宋辽金西夏元,南宋,,,
1100853,凤梧以巡抚之暇谒范文正公书院捧阅公手书伯夷颂真迹肃然起敬因奉次宋诸名公题韵以致景仰之私云,34.259695,108.784514,宋辽金西夏元,南宋,,,
745196,再题友人故居用前韵,34.259695,108.784514,宋辽金西夏元,南宋,,,
433136,五仰诗五首并序,34.259695,108.784514,宋辽金西夏元,南宋,,,
473987,和子荣悼恒山韵,34.259695,108.784514,宋辽金西夏元,南宋,,,
743923,杏林春意歌赠方在渊,34.259695,108.784514,宋辽金西夏元,南宋,,,
372354,次韵和夏桂洲癸巳孟春斋居之作,34.259695,108.784514,宋辽金西夏元,南宋,,,
881969,恒山祷雨自责,34.259695,108.784514,宋辽金西夏元,南宋,,,
882001,通元谷,34.259695,108.784514,宋辽金西夏元,南宋,,,
881981,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,蜀道,,
744393,和杜工部秋兴八首,34.259695,108.784514,宋辽金西夏元,南宋,,,
744372,经九门城,34.259695,108.784514,宋辽金西夏元,南宋,,,
883580,谒岳庙,34.259695,108.784514,宋辽金西夏元,南宋,,,
881970,登恒山,34.259695,108.784514,隋唐五代十国,五代至宋初,,,
431606,秋夜读书,34.259695,108.784514,宋辽金西夏元,南宋,,,
883579,登恒岳,34.259695,108.784514,宋辽金西夏元,南宋,,,
767770,与竹为二陈进士乃尊题,34.259695,108.784514,宋辽金西夏元,南宋,,,
788143,重修黄楼歌,34.259695,108.784514,明清时期,清,,,
425117,寄寿文炳族侄四小诗并谢医药,34.259695,108.784514,宋辽金西夏元,南宋,,,
881977,登恒山,34.259695,108.784514,宋辽金西夏元,南宋,,,
1128038,风雨,34.259695,108.784514,宋辽金西夏元,南宋,,,
681737,赠张大参文璧还真定,34.259695,108.784514,宋辽金西夏元,南宋,,,
733325,乐生堂为张汝声题,34.259695,108.784514,宋辽金西夏元,南宋,,,
716589,避乱西山作,34.259695,108.784514,宋辽金西夏元,宋末元初,,,
416872,题张判府恒山书屋,34.259695,108.784514,宋辽金西夏元,宋,,,
723775,题杏林精舍图,34.259695,108.784514,宋辽金西夏元,南宋,,,
730347,赠胡太守琏还泉州,34.259695,108.784514,宋辽金西夏元,南宋,,,
728493,题宋知州瞻彼南山图诗,34.259695,108.784514,明清时期,明,,,
1047761,题赵侍中平壤伯诗卷,34.259695,108.784514,明清时期,明,,,
722935,题道士曹布鸣祀恒山赠卷,34.259695,108.784514,宋辽金西夏元,南宋,,,
30870,空囊,,,宋辽金西夏元,南宋,,杜甫,甘肃
1345604,诏蒋琬屯汉中,33.027948,107.006472,宋辽金西夏元,宋末元初,,刘禅,陕西
1345581,张广碑铭,33.027948,107.006472,宋辽金西夏元,金,,阙名,陕西
3360,赠封陟,33.027948,107.006472,宋辽金西夏元,金末元初,,上元夫人,陕西
296482,咏苏守义妻齐氏,34.259695,108.784514,宋辽金西夏元,金末元初,,,
720191,读汝南遗事三首,34.259695,108.784514,宋辽金西夏元,金末元初,,,
387157,宿中书左司，呈上太尉丞相,34.259695,108.784514,宋辽金西夏元,金末元初,,,
892819,恒山白龙潭寺题壁,34.259695,108.784514,宋辽金西夏元,元,,,
718966,送李丞赴堂邑,34.259695,108.784514,宋辽金西夏元,元,,,
717687,送唐师宗归金华,34.259695,108.784514,宋辽金西夏元,元,,,
717635,泊舟左蠡寺,34.259695,108.784514,宋辽金西夏元,元,,,
405099,答道原思治,34.259695,108.784514,宋辽金西夏元,元,,,
577242,题阙,34.259695,108.784514,宋辽金西夏元,元,,吾丘衍,陕西
1340025,原丁邯诏,33.027948,107.006472,宋辽金西夏元,元,,汉光武帝,陕西
1343700,司隶校尉杨孟文石门颂,33.027948,107.006472,宋辽金西夏元,元,,阙名,陕西
487764,时人为杨氏四子语,33.027948,107.006472,宋辽金西夏元,元,,无名氏,陕西
1340491,复说公孙述,33.027948,107.006472,宋辽金西夏元,元,,李熊,陕西
1341084,封禅仪记,33.027948,107.006472,明清时期,元末明初,,马第伯,陕西
1345616,与李丰教,33.027948,107.006472,明清时期,明,,诸葛亮,陕西
1345635,表废李平,33.027948,107.006472,明清时期,明,,诸葛亮,陕西
1345645,闻孙权破曹休，魏兵东下关中，虚弱上言,33.027948,107.006472,宋辽金西夏元,北宋,,诸葛亮,陕西
1345647,笺,33.027948,107.006472,明清时期,元末明初,,诸葛亮,陕西
1357530,谏预召兵戍南郑表,33.027948,107.006472,明清时期,元末明初,,李冲,陕西
1363340,答王绩书,33.027948,107.006472,明清时期,元末明初,,陈叔达,陕西
11522,入秦川界,33.027948,107.006472,明清时期,元末明初,,卢照邻,陕西
33397,夜宿七盘岭,33.027948,107.006472,明清时期,明,,沈佺期,陕西
33801,经三泉路作,33.027948,107.006472,明清时期,明,,苏颋,陕西
33771,山驿闲卧即事,33.027948,107.006472,明清时期,明,,苏颋,陕西
1367166,对莱田不应税判,33.027948,107.006472,明清时期,明,,林谔,陕西
1366529,为陈正卿进续尚书表,33.027948,107.006472,明清时期,明,,萧颖士,陕西
22499,梁州陪赵行军龙冈寺北庭泛舟宴王侍御,33.027948,107.006472,明清时期,明,,岑参,陕西
31449,水会渡,33.027948,107.006472,明清时期,明,金牛道,杜甫,陕西
730167,赠石彦诚之官徐闻,34.259695,108.784514,明清时期,明,,,
730163,二月八日入试院奉柬谕德士奇诸同志,34.259695,108.784514,明清时期,明,,,
417148,题练溪草堂,34.259695,108.784514,明清时期,明,,,
394093,常武殿试护卫歌,34.259695,108.784514,明清时期,明,,,
394088,邂逅,34.259695,108.784514,明清时期,明,,,
478590,观孙太古周天二十八宿星君像图,34.259695,108.784514,明清时期,明,,,
404204,青宫受宝朝贺日次韵,34.259695,108.784514,明清时期,明,,,
1387336,段郎君静观游梅峰留题诸君属和已勌笔东溟师始授简率尔倚韵姑附于卷末云,34.259695,108.784514,明清时期,明,,,
1365814,敕吐蕃赞普书,33.027948,107.006472,明清时期,明,,张九龄,陕西
1365274,授温慎微扬府司马制,33.027948,107.006472,明清时期,明,,苏颋,陕西
394831,山中怀友,34.259695,108.784514,明清时期,明,,,
396627,送祖继先还真定,34.259695,108.784514,明清时期,明,,,
1100399,挽砚司业三首,34.259695,108.784514,明清时期,明,,,
261687,真定怀古,34.259695,108.784514,明清时期,明,,,
134876,和文与可洋川园池三十首,34.36336,107.705647,明清时期,明,,,
257000,望海潮,34.259695,108.784514,明清时期,明,,,
256903,水调歌头,34.259695,108.784514,明清时期,明,,赵师侠,
1383316,沙堤行,34.259695,108.784514,明清时期,明,,,
1384507,送刘主簿文远赴都,34.259695,108.784514,明清时期,明,,,
1383937,送刘侍御分司上都兼呈中丞,34.259695,108.784514,明清时期,明,,,
392129,万松老人真赞,34.259695,108.784514,明清时期,明,,,
392610,用张道亨韵,34.259695,108.784514,明清时期,明,,,
31616,泥功山,34.045335,104.392723,明清时期,明,,杜甫,甘肃
392068,和冀先生韵,34.259695,108.784514,明清时期,明,,,
392729,赠东平主事王玉,34.259695,108.784514,明清时期,明,,,
392615,答聂庭玉,34.259695,108.784514,明清时期,明末清初,,,
392149,寄景贤一十首,34.259695,108.784514,明清时期,明末清初,,,
392131,寄曲阳戒坛会首大师,34.259695,108.784514,明清时期,明末清初,,,
254348,登恒山,34.259695,108.784514,明清时期,明末清初,,,
473988,和子荣悼恒山韵,34.259695,108.784514,明清时期,明末清初,金牛道,,
21791,西京道中闻蛙,34.36336,107.705647,明清时期,明末清初,,吴融,陕西
263482,江城子 王温季自北都归过予三河坐中赋此,34.259695,108.784514,明清时期,清,,,
263504,水调歌头 送陈咏之归镇阳,34.259695,108.784514,明清时期,清,,,
715031,庚申闰月从师还自颍上对新月独酌十三首,34.259695,108.784514,明清时期,清,,,
159869,陇西太夫人八十寿,34.259695,108.784514,明清时期,清,,,
55796,夜坐读书有感,34.259695,108.784514,明清时期,清,,,
