ID,Poem Title,latitude,longitude,period,Dynasty of Poem,Keywords of Poem,author,region,city,county,id_2
1286939,辞知潮州复郑知院,34.259695,108.784514,明清时期,明,,,,,,3912
1267961,校刊颜氏家训跋,34.259695,108.784514,明清时期,明,,,,,,3913
1286297,滕季度墓志铭,34.259695,108.784514,近现代至当代,当代,,,,,,3914
1282756,变离骚九篇自序,34.259695,108.784514,宋辽金西夏元,宋,,,,,,3915
1281784,论复古之道奏,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,3916
1280847,赐叶衡上表再辞免除参知政事不允仍断来章批答,34.259695,108.784514,宋辽金西夏元,宋末元初,,,,,,3917
1282664,光宗谥册文,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,3918
1278421,答黄文叔书,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,3919
1278307,赴桂阳军拟奏事劄子,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,3920
1273757,送郑景望赴国子丞诗序,34.259695,108.784514,宋辽金西夏元,宋末元初,,,,,,3921
1265978,遗诰,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,3922
1289353,贺皇帝立后表,34.259695,108.784514,宋辽金西夏元,唐末宋初,,,,,,3923
1267091,问恤刑诏令,34.259695,108.784514,宋辽金西夏元,宋末元初,,,,,,3924
1267043,太宗励精思治论,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,3925
1266469,贺周丞相戊午年冬启,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,3926
1262945,汉未央宫记,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,3927
1261225,回史丞相浩启,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,3928
1261169,回遂宁李侍郎焘启,34.259695,108.784514,隋唐五代十国,中唐,,,,,,3929
1261096,答郭尉有凭罗司户全略启,34.259695,108.784514,隋唐五代十国,唐,,,,,,3930
1260279,辞免参知政事表,34.259695,108.784514,明清时期,明,,,,,,3931
1259577,王淮再辞免枢密院使大中大夫加食邑实封批答,34.259695,108.784514,隋唐五代十国,唐,,,,,,3932
1258548,周必大除右文殿修撰制,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,3933
45363,斜谷邮亭玩海棠花,32.228821,107.445367,近现代至当代,当代,,,,,,3934
1243419,回虞宣谕论因粮籴本钱书,33.027948,107.006472,近现代至当代,当代,,,,,,3935
1308448,道德真经集注序,34.259695,108.784514,隋唐五代十国,唐,,,,,,3936
1253317,晋白虎尊铭,34.259695,108.784514,隋唐五代十国,唐,,,,,,3937
1252392,赐文武百寮等再上表奏请御正殿复常膳不允第二批答,34.259695,108.784514,宋辽金西夏元,宋末元初,,,,,,3938
1252224,上宰相书,34.259695,108.784514,隋唐五代十国,唐末至五代,,赵逵,,,,3939
1249895,湖州到任谢表,34.259695,108.784514,隋唐五代十国,蜀汉,,,,,,3940
139202,和文与可洋州园亭三十咏,33.027948,107.006472,三国两晋南北朝,魏晋,,苏辙,陕西,汉中市,洋县,3941
1217230,程克俊除端明殿学士签书枢密院制,34.259695,108.784514,隋唐五代十国,盛唐,,,,,,3942
1216819,敷文阁待制李易转左朝散郎致仕制,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,3943
256821,炼丹砂,32.228821,107.445367,宋辽金西夏元,金,,,,,,3944
193526,句,32.228821,107.445367,秦汉时期,东汉,,庞籍,,,,3945
1195919,答黎晦叔,30.071656,107.196919,三国两晋南北朝,汉,,,,,,3946
1246560,淮南路曲赦,34.259695,108.784514,三国两晋南北朝,汉,,,,,,3947
1246013,试礼部奏名进士制策,34.259695,108.784514,秦汉时期,东汉,,宋徽宗,,,,3948
540673,次韵沈高卿杂言,34.259695,108.784514,秦汉时期,东汉,,,,,,3949
1220833,代邓彦通及第谢陈达野运使启,34.259695,108.784514,秦汉时期,东汉,,,,,,3950
1242485,应诏言和议决不可成奏,34.259695,108.784514,秦汉时期,东汉末至曹魏,,,,,,3951
1239401,请于临淮筑堡镇江造船等事奏,34.259695,108.784514,秦汉时期,东汉末至曹魏,,,,,,3952
1237129,状元策一道,34.259695,108.784514,秦汉时期,东汉,,,,,,3953
76599,次韵茂实之才,34.259695,108.784514,明清时期,明,,,,,,3954
1233908,廖刚先次落职诰,34.259695,108.784514,秦汉时期,东汉,,,,,,3955
538830,杜季习游恒山谒府帅刘公辄次刘彦常韵作二诗送之,34.259695,108.784514,秦汉时期,东汉,,,,,,3956
1236994,贺常中丞启,34.259695,108.784514,秦汉时期,东汉末,,,,,,3957
1236973,贺谢参政启,34.259695,108.784514,秦汉时期,东汉末,,,,,,3958
216021,无逸用前韵见谢复次韵三首,34.259695,108.784514,秦汉时期,东汉末,,,,,,3959
1235665,中书省试阎夏策题,34.259695,108.784514,秦汉时期,东汉末,,,,,,3960
1234325,论责实疏,34.259695,108.784514,三国两晋南北朝,曹魏,,,,,,3961
174941,送萧德起赴召,34.259695,108.784514,隋唐五代十国,盛唐,,,,,,3962
175001,简潘义荣,34.259695,108.784514,隋唐五代十国,蜀汉,,,,,,3963
100146,失题,34.259695,108.784514,隋唐五代十国,蜀汉,,梁季子,,,,3964
538829,杜季习游恒山谒府帅刘公辄次刘彦常韵作二诗送之,34.259695,108.784514,隋唐五代十国,蜀汉,,,,,,3965
1153111,送李秀才应陈州举序,32.228821,107.445367,隋唐五代十国,蜀汉,,,,,,3966
1229787,召试馆职题策,34.259695,108.784514,隋唐五代十国,蜀汉,,,,,,3967
1230210,贺刘相年启,34.259695,108.784514,宋辽金西夏元,宋,,,,,,3968
1208128,三十六峰赋,34.259695,108.784514,隋唐五代十国,蜀汉,,楼异,甘肃,陇南市,,3969
1226831,初谒景灵宫赦,34.259695,108.784514,三国两晋南北朝,曹魏,,,,,,3970
1220955,论燕瑛胡直孺劄子,34.259695,108.784514,三国两晋南北朝,曹魏,,,,,,3971
1220371,知枢密院事沈公行状,34.259695,108.784514,隋唐五代十国,蜀汉,,,,,,3972
1217923,行在御试策题,34.259695,108.784514,三国两晋南北朝,孙吴,,,,,,3973
1208497,宋故内殿崇班充真定府定州路都总管司走马承受公事魏侯墓志铭,34.259695,108.784514,宋辽金西夏元,南宋,,耿辙,,,,3974
1207052,望汉台铭,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,3975
1378021,唐国师升真先生王法主真人立观碑,34.259695,108.784514,三国两晋南北朝,北魏,,江旻,陕西,汉中市,勉县,3976
1354065,谢随王赐紫梨启,34.259695,108.784514,隋唐五代十国,隋末唐初,,谢朓,陕西,西安市,长安区,3977
400761,去草,32.228821,107.445367,隋唐五代十国,初唐,,,,,,3978
1207049,宋云骑尉庆源军使厅续题名记,34.259695,108.784514,隋唐五代十国,初唐,,,,,,3979
1205079,重修淮阴侯庙碑,34.259695,108.784514,明清时期,明,,,,,,3980
214006,长短星歌,34.259695,108.784514,隋唐五代十国,唐,,,,,,3981
510468,赠贤上人,34.259695,108.784514,隋唐五代十国,唐,,,,,,3982
1192063,贺河阳文侍中启,34.259695,108.784514,三国两晋南北朝,北周,,,,,,3983
475752,野河渡,34.259695,108.784514,隋唐五代十国,唐,,,,,,3984
138831,木冰,34.259695,108.784514,三国两晋南北朝,南梁,,,,,,3985
1190286,杜处士传,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,3986
1189366,策略,34.259695,108.784514,隋唐五代十国,初唐,,,,,,3987
1189274,思治论,34.259695,108.784514,隋唐五代十国,唐,,,,,,3988
1187283,与曾子宣,34.259695,108.784514,隋唐五代十国,唐,,,,,,3989
136423,和陶下噀田舍穫,34.259695,108.784514,隋唐五代十国,盛唐,,,,,,3990
1256567,宋运使墓志铭,32.228821,107.445367,隋唐五代十国,唐,,李流谦,四川,广元市,昭化区,3991
507381,赠临江守范希远龙图,34.259695,108.784514,三国两晋南北朝,汉,,,,,,3992
1183695,为家君请宇文中允典汉州学书,34.259695,108.784514,秦汉时期,东汉,,,,,,3993
1183656,代吕公著应诏上神宗皇帝书,34.259695,108.784514,隋唐五代十国,蜀汉,,,,,,3994
1180011,救治论,34.259695,108.784514,三国两晋南北朝,西晋,,,,,,3995
1182425,问候唐殿中丞启,34.259695,108.784514,三国两晋南北朝,魏晋,,,,,,3996
1182310,上哲宗论辨别邪正书,34.259695,108.784514,三国两晋南北朝,魏晋,,,,,,3997
1182181,论助役法分析第二疏,34.259695,108.784514,三国两晋南北朝,魏晋,,,,,,3998
1181807,杨氏世谱序,34.259695,108.784514,三国两晋南北朝,曹魏,,,,,,3999
500520,佚老堂为马给事题,34.259695,108.784514,宋辽金西夏元,南朝宋,,,,,,4000
69720,又段氏园亭,34.259695,108.784514,宋辽金西夏元,南朝宋,,,,,,4001
1173006,代曾侍中辞转官劄子,34.259695,108.784514,宋辽金西夏元,南朝宋,,,,,,4002
1171960,乞省览制策劄子,34.259695,108.784514,明清时期,明,,,,,,4003
1167129,试贤良方正能直言极谏王彰材识兼茂明于体用夏噩制策,34.259695,108.784514,隋唐五代十国,唐,,,,,,4004
881991,登恒山,34.259695,108.784514,三国两晋南北朝,南梁,,,,,,4005
882008,白龙洞,34.259695,108.784514,三国两晋南北朝,南梁,,,,,,4006
882007,石脂图,34.259695,108.784514,三国两晋南北朝,南梁,,,,,,4007
1167073,富弼拜集贤相制,34.259695,108.784514,三国两晋南北朝,南梁,,,,,,4008
1164874,庆历民言三十篇,34.259695,108.784514,三国两晋南北朝,南北朝,,,,,,4009
134162,答二任,34.259695,108.784514,三国两晋南北朝,南北朝,,,,,,4010
1164662,京兆府香城善感禅院新井记,34.259695,108.784514,三国两晋南北朝,南北朝,,,,,,4011
1161108,再论许怀德状,34.259695,108.784514,三国两晋南北朝,陈朝,,,,,,4012
1160459,皇侄仲伉赠官制,34.259695,108.784514,隋唐五代十国,北齐至隋初,,,,,,4013
1163516,食货论上,34.259695,108.784514,隋唐五代十国,初唐,,,,,,4014
1158827,论张尧佐不当与府界提点奏,34.259695,108.784514,隋唐五代十国,唐初,,,,,,4015
1158807,论范仲淹不当以言获罪奏,34.259695,108.784514,隋唐五代十国,初唐,,,,,,4016
1158310,相姚元崇,34.259695,108.784514,隋唐五代十国,初唐,,,,,,4017
1157326,乞解郑州还京求医状,34.259695,108.784514,明清时期,明,,,,,,4018
1156430,御试贤良王彰夏噩策题,34.259695,108.784514,隋唐五代十国,唐,,,,,,4019
1155550,崇政殿与枢密院同答手诏,34.259695,108.784514,隋唐五代十国,唐,,,,,,4020
1154559,尚书度支郎中充天章阁待制知陕州军府事王公墓志铭,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,4021
1152695,宋故枢密副使正奉大夫行给事中上柱国广平县开国伯食邑八百户食实封二百户赐紫金鱼袋赠尚书吏部侍郎宋公神道碑铭,34.259695,108.784514,隋唐五代十国,盛唐,,,,,,4022
1152458,代中书乞罢免表,34.259695,108.784514,隋唐五代十国,唐,,,,,,4023
1151997,谢上二圣谥号表一道 天,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,4024
1151447,诫励臣寮及子弟诏,34.259695,108.784514,隋唐五代十国,唐,,,,,,4025
1149218,宝元体天法道钦文聪武圣神孝德皇帝册文,34.259695,108.784514,隋唐五代十国,唐,,,,,,4026
1148885,上真宗请复乡饮礼,34.259695,108.784514,隋唐五代十国,中唐,,,,,,4027
882006,碧峰嶂,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,4028
882005,白虎峰,34.259695,108.784514,隋唐五代十国,盛唐,,,,,,4029
882004,果老岭,34.259695,108.784514,隋唐五代十国,唐,,,,,,4030
882003,夕阳岩,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,4031
1385625,题王国祥适安斋诗卷,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,4032
1336425,野庄图,34.259695,108.784514,宋辽金西夏元,南宋,,,,,,4033
1240376,诸葛孔明传,33.027948,107.006472,宋辽金西夏元,南宋,,胡寅,四川,绵阳市,梓潼县,4034
1148675,太祖加谥册文,34.259695,108.784514,明清时期,明,,,,,,4035
1148518,重修北岳庙碑奉敕撰,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,4036
75007,赠卫尉宋卿二十二丈送前翰长侍郎,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,4037
1147522,大宋重修铸镇州龙兴寺大悲像并阁碑铭,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,4038
1377404,上后主书,34.259695,108.784514,隋唐五代十国,唐,,,,,,4039
27155,咏柳,34.259695,108.784514,隋唐五代十国,唐,,,,,,4040
1376198,反五等六代论,34.259695,108.784514,隋唐五代十国,唐,,,,,,4041
1376626,释武豹门记,34.259695,108.784514,隋唐五代十国,中唐,,,,,,4042
1162130,隋钳耳君清德颂跋,34.259695,108.784514,隋唐五代十国,中唐,,,,,,4043
49136,同年前虞部李郎中自长沙赴行在余以紫石砚赠之赋诗代书,34.259695,108.784514,隋唐五代十国,唐,,,,,,4044
1373414,辨名政论,34.259695,108.784514,隋唐五代十国,唐,,,,,,4045
1371614,许州文宣王新庙碑,34.259695,108.784514,隋唐五代十国,中唐,,,,,,4046
262908,题渔家壁,32.228821,107.445367,隋唐五代十国,中唐,,,,,,4047
1371538,贺门下李相公启,34.259695,108.784514,隋唐五代十国,中唐,,,,,,4048
10741,南宫夜直宿见李给事封题其所下制敕知奏直在东省因以诗寄,34.259695,108.784514,隋唐五代十国,中唐,,令狐楚,陕西,西安市,长安区,4049
1364435,汉齐盖庙碑,34.259695,108.784514,隋唐五代十国,中唐,,韩凝,陕西,西安市,长安区,4050
1368651,汉祖吕后五等论,34.259695,108.784514,隋唐五代十国,中唐,,李翰,陕西,西安市,长安区,4051
46030,酬李补阙雨中寄赠,34.259695,108.784514,隋唐五代十国,中唐,,崔峒,陕西,西安市,长安区,4052
1371759,澧州新城颂,34.259695,108.784514,隋唐五代十国,中唐,,戎昱,陕西,西安市,长安区,4053
50926,中春麟德殿会百僚观新乐诗一章章十六句,34.259695,108.784514,宋辽金西夏元,北宋,,李适,陕西,西安市,长安区,4054
1364657,为薛稷让官表,34.259695,108.784514,隋唐五代十国,中唐,,张说,陕西,西安市,长安区,4055
1359667,又答房玄龄诏,34.259695,108.784514,隋唐五代十国,中唐,,太宗皇帝,陕西,西安市,长安区,4056
1359529,答赵郡王孝恭等请封禅手诏,34.259695,108.784514,隋唐五代十国,唐,,太宗皇帝,陕西,西安市,长安区,4057
1363608,弹将军张瑾等文,34.259695,108.784514,宋辽金西夏元,元初,,杜正伦,陕西,西安市,长安区,4058
1363492,封建论,34.259695,108.784514,隋唐五代十国,唐,,李百药,陕西,西安市,长安区,4059
1363447,孔子庙堂碑,34.259695,108.784514,隋唐五代十国,唐,,虞世南,陕西,西安市,长安区,4060
1358984,讲武赋,34.259695,108.784514,隋唐五代十国,唐,,虞世基,陕西,西安市,长安区,4061
1358743,听民诣朝堂封奏诏,34.259695,108.784514,宋辽金西夏元,宋,,杨广,陕西,西安市,长安区,4062
1359131,上隋文帝表,34.259695,108.784514,隋唐五代十国,唐,,柳彧,陕西,西安市,长安区,4063
1358199,遣使周省四方诏,34.259695,108.784514,隋唐五代十国,唐,,宇文邕,陕西,西安市,长安区,4064
818639,次同年辜德中知州,32.228821,107.445367,隋唐五代十国,唐,,,,,,4065
923149,西湖竹枝词,32.228821,107.445367,隋唐五代十国,唐,,,,,,4066
1356270,停减供御诏,34.259695,108.784514,隋唐五代十国,唐,,陈顼,陕西,西安市,长安区,4067
515230,次韵和刘五秀才重阳不见菊诗,34.36336,107.705647,隋唐五代十国,五代,,,,,,4068
1356513,衰桃赋,34.259695,108.784514,隋唐五代十国,唐末,,张正见,陕西,西安市,长安区,4069
1354908,令旨解二谛议,34.259695,108.784514,隋唐五代十国,五代,,萧统,陕西,西安市,长安区,4070
1355860,为江仆射礼荐士表,34.259695,108.784514,隋唐五代十国,唐末,,刘潜,陕西,西安市,长安区,4071
491005,和元帝诗,34.259695,108.784514,宋辽金西夏元,北宋,,徐勉,陕西,西安市,长安区,4072
1354417,入屯阅武堂下令,34.259695,108.784514,隋唐五代十国,唐,,萧衍,陕西,西安市,长安区,4073
1354288,恤民诏,34.259695,108.784514,隋唐五代十国,唐末至五代,,萧衍,陕西,西安市,长安区,4074
1354272,使内外官各陈损益诏,34.259695,108.784514,隋唐五代十国,唐末至五代,,萧衍,陕西,西安市,长安区,4075
1354231,下诏徵何点,34.259695,108.784514,隋唐五代十国,唐末,,萧衍,陕西,西安市,长安区,4076
1354223,定赎刑条格诏,34.259695,108.784514,隋唐五代十国,唐末,,萧衍,陕西,西安市,长安区,4077
1355560,赋体,34.259695,108.784514,隋唐五代十国,晚唐,,陆倕,陕西,西安市,长安区,4078
1355063,赦诏,34.259695,108.784514,隋唐五代十国,唐末至五代,,沈约,陕西,西安市,长安区,4079
1336052,题王若水画棘针野雉,32.228821,107.445367,隋唐五代十国,唐,,,,,,4080
1352315,又诏,34.259695,108.784514,宋辽金西夏元,北宋,,刘彧,陕西,西安市,长安区,4081
1204937,鲜于子骏行状,34.36336,107.705647,宋辽金西夏元,唐末宋初,,秦观,四川,广元市,昭化区,4082
199541,自警,34.36336,107.705647,宋辽金西夏元,宋,,,,,,4083
1352470,谠言陈时务议,34.259695,108.784514,宋辽金西夏元,北宋,,刘宏,陕西,西安市,长安区,4084
1349238,贺德音表,34.259695,108.784514,宋辽金西夏元,北宋,,夏侯盛,陕西,西安市,长安区,4085
1336781,五等论,34.259695,108.784514,宋辽金西夏元,北宋,,陆机,陕西,西安市,长安区,4086
1349503,《西州清论·较论格品篇》,34.259695,108.784514,秦汉时期,西汉,,陆喜,陕西,西安市,长安区,4087
1345530,大狗赋,34.259695,108.784514,秦汉时期,西汉,,贾岱宗,陕西,西安市,长安区,4088
488144,诗,34.259695,108.784514,秦汉时期,西汉,,程咸,陕西,西安市,长安区,4089
1345153,冀州论,34.259695,108.784514,秦汉时期,西汉,,卢毓,陕西,西安市,长安区,4090
1298102,程叔运掌墓志铭,33.027948,107.006472,三国两晋南北朝,曹魏,,魏了翁,陕西,汉中市,洋县,4091
1345298,九州论,34.259695,108.784514,三国两晋南北朝,南梁,,何晏,陕西,西安市,长安区,4092
1344148,诏群臣,34.259695,108.784514,三国两晋南北朝,南梁,,曹丕,陕西,西安市,长安区,4093
510006,次韵黄子理宣德田居四时,34.36336,107.705647,三国两晋南北朝,南梁,,,,,,4094
1374782,姚克柔除凤州刺史韦承鼎除栎阳县令王仲连赞善大夫等制,34.36336,107.705647,隋唐五代十国,隋,,杜牧,四川,广元市,利州区,4095
1343486,武军赋,34.259695,108.784514,隋唐五代十国,初唐,,陈琳,陕西,西安市,长安区,4096
1342945,对诏问灾异八事,34.259695,108.784514,隋唐五代十国,初唐,,蔡邕,陕西,西安市,长安区,4097
1341161,雨雹对,34.259695,108.784514,隋唐五代十国,初唐,,孔季彦,陕西,西安市,长安区,4098
463720,七谏,34.259695,108.784514,隋唐五代十国,初唐,,东方朔,陕西,西安市,长安区,4099
1145493,议王全斌等罪诏,32.228821,107.445367,隋唐五代十国,唐,,,,,,4100
13917,梦微之,32.228821,107.445367,隋唐五代十国,盛唐,,白居易,陕西,汉中市,南郑区,4101
1338267,赐南粤王赵佗书,34.259695,108.784514,隋唐五代十国,盛唐,,汉文帝,陕西,西安市,长安区,4102
222,国风·唐风 蟋蟀,34.259695,108.784514,隋唐五代十国,盛唐,,诗经,陕西,西安市,长安区,4103
4136,舂陵登望,34.259695,108.784514,隋唐五代十国,盛唐,,皎然,陕西,西安市,长安区,4104
1356088,七召,34.259695,108.784514,隋唐五代十国,盛唐,,阙名,陕西,西安市,长安区,4105
1353767,条疏古来能书人名启,34.259695,108.784514,隋唐五代十国,唐,,王僧虔,陕西,西安市,长安区,4106
487939,思治诗,34.259695,108.784514,隋唐五代十国,唐,,无名氏,陕西,西安市,长安区,4107
1206136,朝奉郎彭公墓志铭,34.36336,107.705647,隋唐五代十国,唐,,,,,,4108
154993,送张支使,34.36336,107.705647,隋唐五代十国,唐,,,,,,4109
1205741,颍州团练推官将仕郎试秘书省校书郎知河中府虞乡县事薛君墓志铭,34.36336,107.705647,宋辽金西夏元,南宋,,,,,,4110
1204444,悦禅师语录序,34.36336,107.705647,隋唐五代十国,唐,,,,,,4111
1200203,推恩举到淹废之人诏,34.36336,107.705647,隋唐五代十国,唐,,宋神宗,四川,绵阳市,平武县,4112
1198610,得轩记,34.36336,107.705647,隋唐五代十国,中唐,,,,,,4113
1199218,常承议墓志铭,34.36336,107.705647,隋唐五代十国,中唐,,,,,,4114
1198017,凤州团练推官乔君墓志铭,34.36336,107.705647,隋唐五代十国,中唐,,,,,,4115
1198015,朝奉郎通判泾州韩君墓志铭,34.36336,107.705647,隋唐五代十国,五代至宋初,,黄庭坚,四川,广元市,利州区,4116
215133,南乡子,34.36336,107.705647,宋辽金西夏元,北宋,,,,,,4117
215168,清平乐,34.36336,107.705647,隋唐五代十国,唐,,吴湖帆,,,,4118
213754,奉答固道,34.36336,107.705647,隋唐五代十国,唐,,,,,,4119
214034,发赣上寄余洪范,34.36336,107.705647,隋唐五代十国,中唐,,,,,,4120
21898,岐阳蒙相国对宅因抒怀投献,34.36336,107.705647,隋唐五代十国,中唐,,吴融,陕西,宝鸡市,岐山县,4121
1193496,右武卫大将军凤州刺史妻永安县君郭氏墓志铭,34.36336,107.705647,隋唐五代十国,中唐,,,,,,4122
1193375,右金吾卫大将军庆州防禦使墓志铭,34.36336,107.705647,隋唐五代十国,中唐,,,,,,4123
1191743,论蜀茶五害状,34.36336,107.705647,宋辽金西夏元,南宋,,苏辙,陕西,汉中市,洋县,4124
1183779,先公太中家传,34.36336,107.705647,宋辽金西夏元,北宋,,,,,,4125
1181852,故朝奉郎知汝州黄府君行状,34.36336,107.705647,宋辽金西夏元,南宋,,,,,,4126
1180887,奏为缴连先知彭州日三次论奏榷买川茶不便并条述今来利害事状,34.36336,107.705647,明清时期,明,,吕陶,四川,广元市,利州区,4127
1160371,大宋兴州新开白水路记,34.36336,107.705647,隋唐五代十国,中唐,,雷简夫,,,,4128
1160371,大宋兴州新开白水路记,34.36336,107.705647,隋唐五代十国,唐,,雷简夫,,,,4129
249536,题灵岩,34.36336,107.705647,隋唐五代十国,唐,,鲜于侁,陕西,汉中市,洋县,4130
1164363,鲜于谏议侁墓志铭,34.36336,107.705647,隋唐五代十国,唐,,范镇,四川,广元市,利州区,4131
1297961,洋州天庆观圣祖殿记,33.027948,107.006472,隋唐五代十国,唐,,魏了翁,陕西,汉中市,洋县,4132
1159300,故金紫光禄大夫检校右散骑常侍降授右监门卫将军持节惠州诸军事惠州刺史兼御史大夫轻车都尉陇西郡开国侯食邑一千七百户李公墓志铭,34.36336,107.705647,隋唐五代十国,唐,,尹洙,甘肃,陇南市,,4133
1149988,许陕西诸州入谷授官制,34.36336,107.705647,隋唐五代十国,唐,,宋真宗,甘肃,陇南市,,4134
1376376,西川青羊宫碑铭,34.36336,107.705647,隋唐五代十国,唐,,乐朋龟,四川,广元市,剑阁县,4135
1375904,兴元新路记,34.36336,107.705647,隋唐五代十国,唐,,孙樵,陕西,汉中市,南郑区,4136
1375904,兴元新路记,34.36336,107.705647,宋辽金西夏元,北宋,,孙樵,陕西,汉中市,南郑区,4137
1374386,授卢商东川节度使制,34.36336,107.705647,隋唐五代十国,晚唐,,封敖,四川,绵阳市,梓潼县,4138
1374782,姚克柔除凤州刺史韦承鼎除栎阳县令王仲连赞善大夫等制,34.36336,107.705647,隋唐五代十国,唐,,杜牧,四川,广元市,利州区,4139
1374510,京兆府试进士策问,34.36336,107.705647,隋唐五代十国,唐,,沈亚之,陕西,汉中市,南郑区,4140
138018,奉使契丹二十八首,34.36336,107.705647,隋唐五代十国,唐,,苏辙,,,,4141
1189786,黄寔言高丽通北虏,34.36336,107.705647,隋唐五代十国,唐,,,,,,4142
1374510,京兆府试进士策问,34.36336,107.705647,隋唐五代十国,唐末至五代,,沈亚之,陕西,汉中市,南郑区,4143
1369791,唐故山南西道节度营田观察处置等使开府仪同三司检校尚书左仆射同中书门下平章事兼兴元尹上柱国冯翊郡王赠太保严公墓志铭,34.36336,107.705647,隋唐五代十国,五代末宋初,,权德舆,四川,绵阳市,梓潼县,4144
1369791,唐故山南西道节度营田观察处置等使开府仪同三司检校尚书左仆射同中书门下平章事兼兴元尹上柱国冯翊郡王赠太保严公墓志铭,34.36336,107.705647,隋唐五代十国,五代,,权德舆,四川,绵阳市,梓潼县,4145
1369211,重优复兴元府及洋凤州百姓等诏,34.36336,107.705647,隋唐五代十国,五代,,陆贽,陕西,汉中市,,4146
1369211,重优复兴元府及洋凤州百姓等诏,34.36336,107.705647,宋辽金西夏元,北宋,,陆贽,陕西,汉中市,,4147
139183,和文与可洋州园亭三十咏,33.027948,107.006472,宋辽金西夏元,北宋,,苏辙,陕西,汉中市,洋县,4148
1369211,重优复兴元府及洋凤州百姓等诏,34.36336,107.705647,宋辽金西夏元,北宋,,陆贽,陕西,汉中市,,4149
31448,木皮岭,34.36336,107.705647,宋辽金西夏元,北宋,,杜甫,甘肃,陇南市,,4150
9361,送崔五太守,34.36336,107.705647,宋辽金西夏元,北宋,,王维,四川,广元市,剑阁县,4151
1364557,故宣议郎骑都尉行曹州离狐县丞高府君墓志铭,34.36336,107.705647,宋辽金西夏元,北宋,,陈子昂,陕西,宝鸡市,凤县,4152
1364557,故宣议郎骑都尉行曹州离狐县丞高府君墓志铭,34.36336,107.705647,宋辽金西夏元,北宋,,陈子昂,陕西,宝鸡市,凤县,4153
1358457,周柱国大将军纥干弘神道碑,34.36336,107.705647,宋辽金西夏元,北宋,,庾信,甘肃,陇南市,武都区,4154
499546,次韵和王平甫赠张舍人,34.36336,107.705647,宋辽金西夏元,北宋,蜀道,刘攽,陕西,宝鸡市,凤县,4155
1178705,驳范亦颜濮议,34.36336,107.705647,宋辽金西夏元,北宋,,郑獬,陕西,宝鸡市,凤县,4156
1178386,左监门卫大将军凤州团练使宋绪年八十特除致仕制,34.36336,107.705647,宋辽金西夏元,北宋,,郑獬,陕西,宝鸡市,凤县,4157
176173,送方元忠,34.36336,107.705647,宋辽金西夏元,北宋,蜀道,郑獬,陕西,宝鸡市,凤县,4158
217138,九日至嘉禾,34.36336,107.705647,宋辽金西夏元,北宋,,强至,陕西,宝鸡市,凤县,4159
1176284,乞奖谕梓州路转运司减省差役奏,34.36336,107.705647,宋辽金西夏元,北宋,,王安石,陕西,宝鸡市,凤县,4160
1174425,奏举人前凤州梁泉县令张延年等改官制,34.36336,107.705647,宋辽金西夏元,北宋,故道,苏颂,陕西,宝鸡市,凤县,4161
81642,酬邻几问不饮栽菊,34.36336,107.705647,宋辽金西夏元,北宋,,司马光,陕西,宝鸡市,凤县,4162
212250,忆秦娥,34.36336,107.705647,宋辽金西夏元,北宋,,黄机,陕西,宝鸡市,凤县,4163
495726,和菱溪石歌,34.36336,107.705647,宋辽金西夏元,北宋,,苏舜钦,陕西,宝鸡市,凤县,4164
41477,咏史诗 嶓冢,33.027948,107.006472,宋辽金西夏元,北宋,,胡曾,陕西,汉中市,勉县,4165
1171396,宗室金紫光禄大夫检校右散骑常侍右羽林军大将军使持节庆州诸军事庆州刺史充本州防禦使兼御史大夫上柱国天水郡开国公食邑三千户食实封六百户赠武宁军节度观察留后追封彭城郡公墓志铭,34.36336,107.705647,宋辽金西夏元,北宋,,王圭,陕西,宝鸡市,凤县,4166
1169924,太子中舍王君墓志铭,34.36336,107.705647,宋辽金西夏元,北宋,,文同,陕西,宝鸡市,凤县,4167
1169923,龙图毋公墓志铭,34.36336,107.705647,宋辽金西夏元,北宋,,文同,陕西,宝鸡市,凤县,4168
1169798,谢凤州都监供奉状,34.36336,107.705647,宋辽金西夏元,北宋,,文同,陕西,宝鸡市,凤县,4169
